Member,Type,Facility,Year,Date Of Commitment,Amount Agreed,Amount (mn),IFScode,Country,Region,Facility acronym,facilitycode,typecode,decade,incomecode
"Moldova, Republic of",PRGT,Rapid Credit Facility,2020,17-Apr-20,"57,500,000",57.5,921,MDA,EUR,RCF,9,2,6,LIC
Bosnia and Herzegovina,GRA,Rapid Financing Instrument,2020,20-Apr-20,"265,200,000",265.2,963,BIH,EUR,RFI,4,1,6,EMDE
Central African Republic,PRGT,Rapid Credit Facility,2020,20-Apr-20,"27,850,000",27.85,626,CAF,AFR,RCF,9,2,6,LIC
Paraguay,GRA,Rapid Financing Instrument,2020,21-Apr-20,"201,400,000",201.4,288,PRY,WHD,RFI,4,1,6,EMDE
Sao Tome & Principe,PRGT,Rapid Credit Facility,2020,21-Apr-20,"9,028,000",9.028,716,STP,AFR,RCF,9,2,6,LIC
Cabo Verde,PRGT,Rapid Credit Facility,2020,22-Apr-20,"23,700,000",23.7,624,CPV,AFR,RCF,9,2,6,EMDE
Comoros,GRA,Rapid Financing Instrument,2020,22-Apr-20,"5,927,400",5.9274,632,COM,AFR,RFI,4,1,6,LIC
Comoros,PRGT,Rapid Credit Facility,2020,22-Apr-20,"2,972,600",2.9726,632,COM,AFR,RCF,9,2,6,LIC
"Congo, Democratic Republic of",PRGT,Rapid Credit Facility,2020,22-Apr-20,"190,984,832",190.984832,636,COD,AFR,RCF,9,2,6,LIC
"Congo, Democratic Republic of",PRGT,Rapid Credit Facility,2020,22-Apr-20,"75,515,168",75.515168,636,COD,AFR,RCF,9,2,6,LIC
Maldives,PRGT,Rapid Credit Facility,2020,22-Apr-20,"21,200,000",21.2,556,MDV,APD,RCF,9,2,6,EMDE
Mauritania,PRGT,Rapid Credit Facility,2020,23-Apr-20,"66,095,168",66.095168,682,MRT,MCD,RCF,9,2,6,LIC
Mauritania,PRGT,Rapid Credit Facility,2020,23-Apr-20,"29,584,832",29.584832,682,MRT,MCD,RCF,9,2,6,LIC
Mozambique,PRGT,Rapid Credit Facility,2020,24-Apr-20,"227,200,000",227.2,688,MOZ,AFR,RCF,9,2,6,LIC
Samoa,PRGT,Rapid Credit Facility,2020,24-Apr-20,"16,200,000",16.2,862,WSM,APD,RCF,9,2,6,EMDE
Dominica,PRGT,Rapid Credit Facility,2020,28-Apr-20,"10,280,000",10.28,321,DMA,WHD,RCF,9,2,6,EMDE
Grenada,PRGT,Rapid Credit Facility,2020,28-Apr-20,"16,400,000",16.4,328,GRD,WHD,RCF,9,2,6,EMDE
Nigeria,GRA,Rapid Financing Instrument,2020,28-Apr-20,"2,454,500,000",2454.5,694,NGA,AFR,RFI,4,1,6,LIC
St. Lucia,PRGT,Rapid Credit Facility,2020,28-Apr-20,"21,400,000",21.4,362,LCA,WHD,RCF,9,2,6,EMDE
"Afghanistan, Islamic Republic of",PRGT,Rapid Credit Facility,2020,29-Apr-20,"161,900,000",161.9,512,AFG,MCD,RCF,9,2,6,LIC
Costa Rica,GRA,Rapid Financing Instrument,2020,29-Apr-20,"369,400,000",369.4,238,CRI,WHD,RFI,4,1,6,EMDE
Dominican Republic,GRA,Rapid Financing Instrument,2020,29-Apr-20,"477,400,000",477.4,243,DOM,WHD,RFI,4,1,6,EMDE
Ethiopia,GRA,Rapid Financing Instrument,2020,30-Apr-20,"300,700,000",300.7,644,ETH,AFR,RFI,4,1,6,LIC
Mali,PRGT,Rapid Credit Facility,2020,30-Apr-20,"146,667,600",146.6676,678,MLI,AFR,RCF,9,2,6,LIC
Colombia,GRA,Flexible Credit Line,2020,1-May-20,"7,849,600,000",7849.6,233,COL,WHD,FCL,2,1,6,EMDE
Ecuador,GRA,Rapid Financing Instrument,2020,1-May-20,"469,700,000",469.7,248,ECU,WHD,RFI,4,1,6,EMDE
Malawi,PRGT,Rapid Credit Facility,2020,1-May-20,"66,440,000",66.44,676,MWI,AFR,RCF,9,2,6,LIC
Cameroon,PRGT,Rapid Credit Facility,2020,4-May-20,"165,600,000",165.6,622,CMR,AFR,RCF,9,2,6,LIC
Kenya,PRGT,Rapid Credit Facility,2020,6-May-20,"542,800,000",542.8,664,KEN,AFR,RCF,9,2,6,LIC
Nepal,PRGT,Rapid Credit Facility,2020,6-May-20,"156,900,000",156.9,558,NPL,APD,RCF,9,2,6,LIC
"Tajikistan, Republic of",PRGT,Rapid Credit Facility,2020,6-May-20,"139,200,000",139.2,923,TJK,MCD,RCF,9,2,6,LIC
Uganda,PRGT,Rapid Credit Facility,2020,6-May-20,"361,000,000",361,746,UGA,AFR,RCF,9,2,6,LIC
Djibouti,PRGT,Rapid Credit Facility,2020,8-May-20,"31,800,000",31.8,611,DJI,MCD,RCF,9,2,6,LIC
Kyrgyz Republic,GRA,Rapid Financing Instrument,2020,8-May-20,"59,200,000",59.2,917,KGZ,MCD,RFI,4,1,6,LIC
Kyrgyz Republic,PRGT,Rapid Credit Facility,2020,8-May-20,"29,600,000",29.6,917,KGZ,MCD,RCF,9,2,6,LIC
Seychelles,GRA,Rapid Financing Instrument,2020,8-May-20,"22,900,000",22.9,718,SYC,AFR,RFI,4,1,6,EMDE
Egypt,GRA,Rapid Financing Instrument,2020,11-May-20,"2,037,100,000",2037.1,469,EGY,MCD,RFI,4,1,6,EMDE
Jamaica,GRA,Rapid Financing Instrument,2020,15-May-20,"382,900,000",382.9,343,JAM,WHD,RFI,4,1,6,EMDE
"Uzbekistan, Republic of",GRA,Rapid Financing Instrument,2020,18-May-20,"183,550,000",183.55,927,UZB,MCD,RFI,4,1,6,LIC
"Uzbekistan, Republic of",PRGT,Rapid Credit Facility,2020,18-May-20,"92,050,000",92.05,927,UZB,MCD,RCF,9,2,6,LIC
Jordan,GRA,Rapid Financing Instrument,2020,20-May-20,"291,550,000",291.55,439,JOR,MCD,RFI,4,1,6,EMDE
St. Vincent and the Grenadines,PRGT,Rapid Credit Facility,2020,20-May-20,"11,700,000",11.7,364,VCT,WHD,RCF,9,2,6,EMDE
Peru,GRA,Flexible Credit Line,2020,28-May-20,"8,007,000,000",8007,293,PER,WHD,FCL,2,1,6,EMDE
Bangladesh,GRA,Rapid Financing Instrument,2020,29-May-20,"355,530,000",355.53,513,BGD,APD,RFI,4,1,6,LIC
Bangladesh,PRGT,Rapid Credit Facility,2020,29-May-20,"177,770,000",177.77,513,BGD,APD,RCF,9,2,6,LIC
Chile,GRA,Flexible Credit Line,2020,29-May-20,"17,443,000,000",17443,228,CHL,WHD,FCL,2,1,6,EMDE
"Bahamas, The",GRA,Rapid Financing Instrument,2020,1-Jun-20,"182,400,000",182.4,313,BHS,WHD,RFI,4,1,6,EMDE
Solomon Islands,GRA,Rapid Financing Instrument,2020,1-Jun-20,"13,870,000",13.87,813,SLB,APD,RFI,4,1,6,LIC
Solomon Islands,PRGT,Rapid Credit Facility,2020,1-Jun-20,"6,930,000",6.93,813,SLB,APD,RCF,9,2,6,LIC
Mongolia,GRA,Rapid Financing Instrument,2020,3-Jun-20,"72,300,000",72.3,948,MNG,APD,RFI,4,1,6,EMDE
Sierra Leone,PRGT,Rapid Credit Facility,2020,3-Jun-20,"103,700,000",103.7,724,SLE,AFR,RCF,9,2,6,LIC
Liberia,PRGT,Rapid Credit Facility,2020,5-Jun-20,"36,176,000",36.176,668,LBR,AFR,RCF,9,2,6,LIC
Papua New Guinea,PRGT,Rapid Credit Facility,2020,5-Jun-20,"263,200,000",263.2,853,PNG,APD,RCF,9,2,6,LIC
Ukraine,GRA,Stand-By Arrangement,2020,9-Jun-20,"3,600,000,000",3600,926,UKR,EUR,SBA,6,1,6,EMDE
Guatemala,GRA,Rapid Financing Instrument,2020,10-Jun-20,"428,600,000",428.6,258,GTM,WHD,RFI,4,1,6,EMDE
Rwanda,PRGT,Rapid Credit Facility,2020,11-Jun-20,"80,100,000",80.1,714,RWA,AFR,RCF,9,2,6,LIC
Guinea,PRGT,Rapid Credit Facility,2020,19-Jun-20,"107,100,000",107.1,656,GIN,AFR,RCF,9,2,6,LIC
"Montenegro, Republic of",GRA,Rapid Financing Instrument,2020,24-Jun-20,"60,500,000",60.5,943,MNE,EUR,RFI,4,1,6,EMDE
Egypt,GRA,Stand-By Arrangement,2020,26-Jun-20,"3,763,640,000",3763.64,469,EGY,MCD,SBA,6,1,6,EMDE
Myanmar,GRA,Rapid Financing Instrument,2020,26-Jun-20,"172,270,000",172.27,518,MMR,APD,RFI,4,1,6,LIC
Myanmar,PRGT,Rapid Credit Facility,2020,26-Jun-20,"86,130,000",86.13,518,MMR,APD,RCF,9,2,6,LIC
Chad,PRGT,Rapid Credit Facility,2020,22-Jul-20,"49,070,000",49.07,628,TCD,AFR,RCF,9,2,6,LIC
South Africa,GRA,Rapid Financing Instrument,2020,27-Jul-20,"3,051,200,000",3051.2,199,ZAF,AFR,RFI,4,1,6,EMDE
"Eswatini, The Kingdom of",GRA,Rapid Financing Instrument,2020,29-Jul-20,"78,500,000",78.5,734,SWZ,AFR,RFI,4,1,6,EMDE
Lesotho,GRA,Rapid Financing Instrument,2020,29-Jul-20,"23,240,000",23.24,666,LSO,AFR,RFI,4,1,6,LIC
Lesotho,PRGT,Rapid Credit Facility,2020,29-Jul-20,"11,660,000",11.66,666,LSO,AFR,RCF,9,2,6,LIC
Madagascar,PRGT,Rapid Credit Facility,2020,30-Jul-20,"52,971,000",52.971,674,MDG,AFR,RCF,9,2,6,LIC
Madagascar,PRGT,Rapid Credit Facility,2020,30-Jul-20,"69,229,000",69.229,674,MDG,AFR,RCF,9,2,6,LIC
Gabon,GRA,Rapid Financing Instrument,2020,31-Jul-20,"108,000,000",108,646,GAB,AFR,RFI,4,1,6,EMDE
Ecuador,GRA,Extended Fund Facility,2020,30-Sep-20,"4,615,000,000",4615,248,ECU,WHD,EFF,1,1,6,EMDE
Malawi,PRGT,Rapid Credit Facility,2020,2-Oct-20,"72,310,000",72.31,676,MWI,AFR,RCF,9,2,6,LIC
Cameroon,PRGT,Rapid Credit Facility,2020,21-Oct-20,"110,400,000",110.4,622,CMR,AFR,RCF,9,2,6,LIC
"Afghanistan, Islamic Republic of",PRGT,Extended Credit Facility,2020,6-Nov-20,"259,040,000",259.04,512,AFG,MCD,ECF,8,2,6,LIC
South Sudan,PRGT,Rapid Credit Facility,2020,11-Nov-20,"36,900,000",36.9,733,SSD,AFR,RCF,9,2,6,LIC
Nicaragua,GRA,Rapid Financing Instrument,2020,20-Nov-20,"86,670,000",86.67,278,NIC,WHD,RFI,4,1,6,LIC
Nicaragua,PRGT,Rapid Credit Facility,2020,20-Nov-20,"43,330,000",43.33,278,NIC,WHD,RCF,9,2,6,LIC
Benin,GRA,Rapid Financing Instrument,2020,21-Dec-20,"82,537,000",82.537,638,BEN,AFR,RFI,4,1,6,LIC
Benin,PRGT,Rapid Credit Facility,2020,21-Dec-20,"41,263,000",41.263,638,BEN,AFR,RCF,9,2,6,LIC
Myanmar,GRA,Rapid Financing Instrument,2021,12-Jan-21,"172,270,000",172.27,518,MMR,APD,RFI,4,1,6,LIC
Myanmar,PRGT,Rapid Credit Facility,2021,12-Jan-21,"86,130,000",86.13,518,MMR,APD,RCF,9,2,6,LIC
Panama,GRA,Precautionary and Liquidity Line,2021,19-Jan-21,"1,884,000,000",1884,283,PAN,WHD,PLL,3,1,6,EMDE
Guinea-Bissau,PRGT,Rapid Credit Facility,2021,25-Jan-21,"14,200,000",14.2,654,GNB,AFR,RCF,9,2,6,LIC
Tonga,PRGT,Rapid Credit Facility,2021,25-Jan-21,"6,900,000",6.9,866,TON,APD,RCF,9,2,6,EMDE
Costa Rica,GRA,Extended Fund Facility,2021,1-Mar-21,"1,237,490,000",1237.49,238,CRI,WHD,EFF,1,1,6,EMDE
Sierra Leone,PRGT,Rapid Credit Facility,2021,15-Mar-21,"35,260,000",35.26,724,SLE,AFR,RCF,9,2,6,LIC
Madagascar,PRGT,Extended Credit Facility,2021,29-Mar-21,"219,960,000",219.96,674,MDG,AFR,ECF,8,2,6,LIC
South Sudan,PRGT,Rapid Credit Facility,2021,30-Mar-21,"123,000,000",123,733,SSD,AFR,RCF,9,2,6,LIC
Namibia,GRA,Rapid Financing Instrument,2021,31-Mar-21,"191,100,000",191.1,728,NAM,AFR,RFI,4,1,6,EMDE
Kenya,GRA,Extended Fund Facility,2021,2-Apr-21,"1,248,440,000",1248.44,664,KEN,AFR,EFF,1,1,6,LIC
Kenya,PRGT,Extended Credit Facility,2021,2-Apr-21,"407,090,000",407.09,664,KEN,AFR,ECF,8,2,6,LIC
Senegal,GRA,Stand-By Arrangement,2021,7-Jun-21,"302,000,000",302,722,SEN,AFR,SBA,6,1,6,LIC
Senegal,PRGT,Standby Credit Facility,2021,7-Jun-21,"151,000,000",151,722,SEN,AFR,SCF,10,2,6,LIC
Uganda,PRGT,Extended Credit Facility,2021,28-Jun-21,"722,000,000",722,746,UGA,AFR,ECF,8,2,6,LIC
Sudan,PRGT,Extended Credit Facility,2021,29-Jun-21,"1,733,051,000",1733.051,732,SDN,MCD,ECF,8,2,6,LIC
St. Vincent and the Grenadines,PRGT,Rapid Credit Facility,2021,1-Jul-21,"8,172,450",8.17245,364,VCT,WHD,RCF,9,2,6,EMDE
"Congo, Democratic Republic of",PRGT,Extended Credit Facility,2021,15-Jul-21,"1,066,000,000",1066,636,COD,AFR,ECF,8,2,6,LIC
Gabon,GRA,Extended Fund Facility,2021,28-Jul-21,"388,800,000",388.8,646,GAB,AFR,EFF,1,1,6,EMDE
Cameroon,GRA,Extended Fund Facility,2021,29-Jul-21,"322,000,000",322,622,CMR,AFR,EFF,1,1,6,LIC
Cameroon,PRGT,Extended Credit Facility,2021,29-Jul-21,"161,000,000",161,622,CMR,AFR,ECF,8,2,6,LIC
Seychelles,GRA,Extended Fund Facility,2021,29-Jul-21,"74,000,000",74,718,SYC,AFR,EFF,1,1,6,EMDE
Tanzania,GRA,Rapid Financing Instrument,2021,7-Sep-21,"265,200,000",265.2,738,TZA,AFR,RFI,4,1,6,LIC
Tanzania,PRGT,Rapid Credit Facility,2021,7-Sep-21,"132,600,000",132.6,738,TZA,AFR,RCF,9,2,6,LIC
Equatorial Guinea,GRA,Rapid Financing Instrument,2021,15-Sep-21,"47,250,000",47.25,642,GNQ,AFR,RFI,4,1,6,EMDE
Burundi,PRGT,Rapid Credit Facility,2021,25-Oct-21,"53,900,000",53.9,618,BDI,AFR,RCF,9,2,6,LIC
Tanzania,PRGT,Rapid Credit Facility,2021,12-Nov-21,"265,200,000",265.2,738,TZA,AFR,RCF,9,2,6,LIC
Mexico,GRA,Flexible Credit Line,2021,19-Nov-21,"35,650,800,000",35650.8,273,MEX,WHD,FCL,2,1,6,EMDE
Niger,PRGT,Extended Credit Facility,2021,8-Dec-21,"197,400,000",197.4,692,NER,AFR,ECF,8,2,6,LIC
Chad,PRGT,Extended Credit Facility,2021,10-Dec-21,"392,560,000",392.56,628,TCD,AFR,ECF,8,2,6,LIC
"Moldova, Republic of",GRA,Extended Fund Facility,2021,20-Dec-21,"266,700,000",266.7,921,MDA,EUR,EFF,1,1,6,LIC
"Moldova, Republic of",PRGT,Extended Credit Facility,2021,20-Dec-21,"133,300,000",133.3,921,MDA,EUR,ECF,8,2,6,LIC
Suriname,GRA,Extended Fund Facility,2021,22-Dec-21,"472,800,000",472.8,366,SUR,WHD,EFF,1,1,6,EMDE
Nepal,PRGT,Extended Credit Facility,2022,12-Jan-22,"282,420,000",282.42,558,NPL,APD,ECF,8,2,6,LIC
"Congo, Republic of",PRGT,Extended Credit Facility,2022,21-Jan-22,"324,000,000",324,634,COG,AFR,ECF,8,2,6,LIC
Ukraine,GRA,Rapid Financing Instrument,2022,9-Mar-22,"1,005,900,000",1005.9,926,UKR,EUR,RFI,4,1,6,EMDE
Argentina,GRA,Extended Fund Facility,2022,25-Mar-22,"31,914,000,000",31914,213,ARG,WHD,EFF,1,1,6,EMDE
Colombia,GRA,Flexible Credit Line,2022,29-Apr-22,"7,155,700,000",7155.7,233,COL,WHD,FCL,2,1,6,EMDE
Mozambique,PRGT,Extended Credit Facility,2022,9-May-22,"340,800,000",340.8,688,MOZ,AFR,ECF,8,2,6,LIC
Chile,GRA,Short-Term Liquidity Line,2022,20-May-22,"2,529,000,000",2529,228,CHL,WHD,SLL,5,1,6,EMDE
Peru,GRA,Flexible Credit Line,2022,27-May-22,"4,003,500,000",4003.5,293,PER,WHD,FCL,2,1,6,EMDE
Cabo Verde,PRGT,Extended Credit Facility,2022,15-Jun-22,"45,030,000",45.03,624,CPV,AFR,ECF,8,2,6,EMDE
Georgia,GRA,Stand-By Arrangement,2022,15-Jun-22,"210,400,000",210.4,915,GEO,MCD,SBA,6,1,6,EMDE
Benin,GRA,Extended Fund Facility,2022,8-Jul-22,"322,709,000",322.709,638,BEN,AFR,EFF,1,1,6,LIC
Benin,PRGT,Extended Credit Facility,2022,8-Jul-22,"161,349,000",161.349,638,BEN,AFR,ECF,8,2,6,LIC
Tonga,PRGT,Rapid Credit Facility,2022,15-Jul-22,"6,900,000",6.9,866,TON,APD,RCF,9,2,6,EMDE
Tanzania,PRGT,Extended Credit Facility,2022,18-Jul-22,"795,580,000",795.58,738,TZA,AFR,ECF,8,2,6,LIC
Chile,GRA,Flexible Credit Line,2022,29-Aug-22,"13,954,000,000",13954,228,CHL,WHD,FCL,2,1,6,EMDE
Zambia,PRGT,Extended Credit Facility,2022,31-Aug-22,"978,200,000",978.2,754,ZMB,AFR,ECF,8,2,6,LIC
Ukraine,GRA,Rapid Financing Instrument,2022,7-Oct-22,"1,005,900,000",1005.9,926,UKR,EUR,RFI,4,1,6,EMDE
Costa Rica,RST,Resilience and Sustainability Facility (Group C),2022,14-Nov-22,"554,100,000",554.1,238,CRI,WHD,RSF,12,3,6,EMDE
Malawi,PRGT,Rapid Credit Facility,2022,21-Nov-22,"69,400,000",69.4,676,MWI,AFR,RCF,9,2,6,LIC
"North Macedonia, Republic of",GRA,Precautionary and Liquidity Line,2022,21-Nov-22,"406,870,000",406.87,962,MKD,EUR,PLL,3,1,6,EMDE
Barbados,GRA,Extended Fund Facility,2022,7-Dec-22,"85,050,000",85.05,316,BRB,WHD,EFF,1,1,6,EMDE
Barbados,RST,Resilience and Sustainability Facility (Group C),2022,7-Dec-22,"141,750,000",141.75,316,BRB,WHD,RSF,12,3,6,EMDE
"Armenia, Republic of",GRA,Stand-By Arrangement,2022,12-Dec-22,"128,800,000",128.8,911,ARM,MCD,SBA,6,1,6,EMDE
Rwanda,RST,Resilience and Sustainability Facility (Group A),2022,12-Dec-22,"240,300,000",240.3,714,RWA,AFR,RSF,12,3,6,LIC
Egypt,GRA,Extended Fund Facility,2022,16-Dec-22,"2,350,170,000",2350.17,469,EGY,MCD,EFF,1,1,6,EMDE
"Serbia, Republic of",GRA,Stand-By Arrangement,2022,19-Dec-22,"1,898,920,000",1898.92,942,SRB,EUR,SBA,6,1,6,EMDE
Guinea,PRGT,Rapid Credit Facility,2022,22-Dec-22,"53,550,000",53.55,656,GIN,AFR,RCF,9,2,6,LIC
Haiti,PRGT,Rapid Credit Facility,2023,23-Jan-23,"81,900,000",81.9,263,HTI,WHD,RCF,9,2,6,LIC
Mauritania,GRA,Extended Fund Facility,2023,25-Jan-23,"42,930,000",42.93,682,MRT,MCD,EFF,1,1,6,LIC
Mauritania,PRGT,Extended Credit Facility,2023,25-Jan-23,"21,470,000",21.47,682,MRT,MCD,ECF,8,2,6,LIC
Bangladesh,GRA,Extended Fund Facility,2023,30-Jan-23,"1,645,640,000",1645.64,513,BGD,APD,EFF,1,1,6,LIC
Bangladesh,PRGT,Extended Credit Facility,2023,30-Jan-23,"822,820,000",822.82,513,BGD,APD,ECF,8,2,6,LIC
Bangladesh,RST,Resilience and Sustainability Facility (Group B),2023,30-Jan-23,"1,000,000,000",1000,513,BGD,APD,RSF,12,3,6,LIC
Guinea-Bissau,PRGT,Extended Credit Facility,2023,30-Jan-23,"28,400,000",28.4,654,GNB,AFR,ECF,8,2,6,LIC
Jamaica,GRA,Precautionary and Liquidity Line,2023,1-Mar-23,"727,510,000",727.51,343,JAM,WHD,PLL,3,1,6,EMDE
Jamaica,RST,Resilience and Sustainability Facility (Group C),2023,1-Mar-23,"574,350,000",574.35,343,JAM,WHD,RSF,12,3,6,EMDE
South Sudan,PRGT,Rapid Credit Facility,2023,1-Mar-23,"86,100,000",86.1,733,SSD,AFR,RCF,9,2,6,LIC
Sri Lanka,GRA,Extended Fund Facility,2023,20-Mar-23,"2,286,000,000",2286,524,LKA,APD,EFF,1,1,6,EMDE
Papua New Guinea,GRA,Extended Fund Facility,2023,22-Mar-23,"456,210,000",456.21,853,PNG,APD,EFF,1,1,6,LIC
Papua New Guinea,PRGT,Extended Credit Facility,2023,22-Mar-23,"228,110,000",228.11,853,PNG,APD,ECF,8,2,6,LIC
Burkina Faso,PRGT,Rapid Credit Facility,2023,27-Mar-23,"60,200,000",60.2,748,BFA,AFR,RCF,9,2,6,LIC
Ukraine,GRA,Extended Fund Facility,2023,31-Mar-23,"11,608,250,000",11608.25,926,UKR,EUR,EFF,1,1,6,EMDE
Morocco,GRA,Flexible Credit Line,2023,3-Apr-23,"3,726,200,000",3726.2,686,MAR,MCD,FCL,2,1,6,EMDE
Central African Republic,PRGT,Extended Credit Facility,2023,27-Apr-23,"141,680,000",141.68,626,CAF,AFR,ECF,8,2,6,LIC
Ghana,PRGT,Extended Credit Facility,2023,17-May-23,"2,241,900,000",2241.9,652,GHA,AFR,ECF,8,2,6,LIC
Côte d'Ivoire,GRA,Extended Fund Facility,2023,24-May-23,"1,734,400,000",1734.4,662,CIV,AFR,EFF,1,1,6,LIC
Côte d'Ivoire,PRGT,Extended Credit Facility,2023,24-May-23,"867,200,000",867.2,662,CIV,AFR,ECF,8,2,6,LIC
Kosovo,GRA,Stand-By Arrangement,2023,25-May-23,"80,122,000",80.122,967,KOS,EUR,SBA,6,1,6,EMDE
Kosovo,RST,Resilience and Sustainability Facility (Group C),2023,25-May-23,"61,950,000",61.95,967,KOS,EUR,RSF,12,3,6,EMDE
Seychelles,GRA,Extended Fund Facility,2023,31-May-23,"42,365,000",42.365,718,SYC,AFR,EFF,1,1,6,EMDE
Seychelles,RST,Resilience and Sustainability Facility (Group C),2023,31-May-23,"34,350,000",34.35,718,SYC,AFR,RSF,12,3,6,EMDE
Comoros,PRGT,Extended Credit Facility,2023,1-Jun-23,"32,040,000",32.04,632,COM,AFR,ECF,8,2,6,LIC
Senegal,GRA,Extended Fund Facility,2023,26-Jun-23,"755,070,000",755.07,722,SEN,AFR,EFF,1,1,6,LIC
Senegal,PRGT,Extended Credit Facility,2023,26-Jun-23,"377,530,000",377.53,722,SEN,AFR,ECF,8,2,6,LIC
Senegal,RST,Resilience and Sustainability Facility (Group B),2023,26-Jun-23,"242,700,000",242.7,722,SEN,AFR,RSF,12,3,6,LIC
Niger,RST,Resilience and Sustainability Facility (Group A),2023,5-Jul-23,"98,700,000",98.7,692,NER,AFR,RSF,12,3,6,LIC
Pakistan,GRA,Stand-By Arrangement,2023,12-Jul-23,"2,250,000,000",2250,564,PAK,MCD,SBA,6,1,6,EMDE
Burundi,PRGT,Extended Credit Facility,2023,17-Jul-23,"200,200,000",200.2,618,BDI,AFR,ECF,8,2,6,LIC
Kenya,RST,Resilience and Sustainability Facility (Group B),2023,17-Jul-23,"407,100,000",407.1,664,KEN,AFR,RSF,12,3,6,LIC
Burkina Faso,PRGT,Extended Credit Facility,2023,21-Sep-23,"228,760,000",228.76,748,BFA,AFR,ECF,8,2,6,LIC
Honduras,GRA,Extended Fund Facility,2023,21-Sep-23,"416,300,000",416.3,268,HND,WHD,EFF,1,1,6,LIC
Honduras,PRGT,Extended Credit Facility,2023,21-Sep-23,"208,200,000",208.2,268,HND,WHD,ECF,8,2,6,LIC
Morocco,RST,Resilience and Sustainability Facility (Group C),2023,28-Sep-23,"1,000,000,000",1000,686,MAR,MCD,RSF,12,3,6,EMDE
Mexico,GRA,Flexible Credit Line,2023,15-Nov-23,"26,738,100",26.7381,273,MEX,WHD,RSF,20,1,14,EMDE
Malawi,PRGT,Extended Credit Facility,2023,15-Nov-23,"131,860",0.13186,676,MWI,AFR,RSF,27,2,21,LIC
"Moldova, Republic of",RST,Resilience and Sustainability Facility ,2023,6-Dec-23,"129,375",0.129375,921,MDA,EUR,RSF,40,3,34,LIC
Cabo Verde,RST,Resilience and Sustainability Facility ,2023,11-Dec-23,"23,700",0.0237,624,CPV,AFR,RSF,33,3,27,EMDE
Benin,RST,Resilience and Sustainability Facility ,2023,14-Dec-23,"148,560",0.14856,638,BEN,AFR,RSF,32,3,26,LIC
Somalia,PRGT,Extended Credit Facility,2023,19-Dec-23,"75,000",0.075,726,SOM,MCD,RSF,30,2,24,LIC
Mauritania,RST,Resilience and Sustainability Facility ,2023,19-Dec-23,"193,200",0.1932,682,MRT,MCD,RSF,39,3,33,LIC
Paraguay,RST,Resilience and Sustainability Facility ,2023,19-Dec-23,"302,100",0.3021,288,PRY,WHD,RSF,42,3,36,EMDE
Jordan,GRA,Extended Fund Facility,2024,10-Jan-24,"926,370",0.92637,439,JOR,MCD,RSF,16,1,10,EMDE
"Gambia, The",PRGT,Extended Credit Facility,2024,12-Jan-24,"74,640",0.07464,648,GMB,AFR,RSF,24,2,18,LIC
Cameroon,RST,Resilience and Sustainability Facility ,2024,29-Jan-24,"138,000",0.138,622,CMR,AFR,RSF,34,3,28,LIC
Togo,PRGT,Extended Credit Facility,2024,1-Mar-24,"293,600",0.2936,742,TGO,AFR,RSF,31,2,25,LIC
Côte d'Ivoire,RST,Resilience and Sustainability Facility ,2024,15-Mar-24,"975,600",0.9756,662,CIV,AFR,RSF,36,3,30,LIC
Colombia,GRA,Flexible Credit Line,2024,26-Apr-24,"6,133,500",6.1335,233,COL,WHD,RSF,19,1,13,EMDE
Ecuador,GRA,Extended Fund Facility,2024,30-May-24,"3,000,000",3,248,ECU,WHD,RSF,14,1,8,EMDE
Tanzania,RST,Resilience and Sustainability Facility ,2024,20-Jun-24,"596,700",0.5967,738,TZA,AFR,RSF,43,3,37,LIC
Madagascar,PRGT,Extended Credit Facility,2024,21-Jun-24,"256,620",0.25662,674,MDG,AFR,RSF,26,2,20,LIC
Madagascar,RST,Resilience and Sustainability Facility ,2024,21-Jun-24,"244,400",0.2444,674,MDG,AFR,RSF,38,3,32,LIC
Ethiopia,PRGT,Extended Credit Facility,2024,29-Jul-24,"2,555,950",2.55595,644,ETH,AFR,RSF,23,2,17,LIC
Chile,GRA,Flexible Credit Line,2024,27-Aug-24,"10,465,800",10.4658,228,CHL,WHD,RSF,18,1,12,EMDE
Pakistan,GRA,Extended Fund Facility,2024,25-Sep-24,"5,320,000",5.32,564,PAK,MCD,RSF,17,1,11,EMDE
Liberia,PRGT,Extended Credit Facility,2024,25-Sep-24,"155,000",0.155,668,LBR,AFR,RSF,25,2,19,LIC
Sierra Leone,PRGT,Extended Credit Facility,2024,31-Oct-24,"186,663",0.186663,724,SLE,AFR,RSF,29,2,23,LIC
Papua New Guinea,RST,Resilience and Sustainability Facility ,2024,11-Dec-24,"197,400",0.1974,853,PNG,APD,RSF,41,3,35,LIC
Sao Tome & Principe,PRGT,Extended Credit Facility,2024,19-Dec-24,"18,500",0.0185,716,STP,AFR,RSF,28,2,22,LIC
"Congo, Democratic Republic of",PRGT,Extended Credit Facility,2025,15-Jan-25,"1,332,500",1.3325,636,COD,AFR,RSF,22,2,16,LIC
"Congo, Democratic Republic of",RST,Resilience and Sustainability Facility ,2025,15-Jan-25,"799,500",0.7995,636,COD,AFR,RSF,35,3,29,LIC
El Salvador,GRA,Extended Fund Facility,2025,26-Feb-25,"1,033,920",1.03392,253,SLV,WHD,RSF,15,1,9,EMDE
